condition	true_pool	pred_pool	zc	zs	count
gdna_zero_ss_0.50_nrna_high	mrna	mrna	ambig_opp_strand	unspliced	128801
gdna_zero_ss_0.50_nrna_high	mrna	gdna	ambig_opp_strand	unspliced	16108
gdna_zero_ss_0.50_nrna_high	mrna	nrna	ambig_same_strand	unspliced	9227
gdna_zero_ss_0.50_nrna_high	nrna	gdna	ambig_opp_strand	unspliced	61496
gdna_zero_ss_0.50_nrna_high	nrna	gdna	ambig_same_strand	unspliced	170426
gdna_zero_ss_0.50_nrna_high	nrna	mrna	ambig_same_strand	unspliced	33506
gdna_zero_ss_0.50_nrna_high	nrna	mrna	ambig_opp_strand	unspliced	10395
gdna_zero_ss_0.50_nrna_high	nrna	unresolved	.	unspliced	62
gdna_zero_ss_0.50_nrna_high	mrna	mrna	ambig_opp_strand	spliced_implicit	779
gdna_zero_ss_0.50_nrna_high	mrna	gdna	unambig	unspliced	2
gdna_zero_ss_0.99_nrna_high	mrna	nrna	ambig_same_strand	unspliced	53066
gdna_zero_ss_0.99_nrna_high	mrna	mrna	ambig_same_strand	unspliced	604933
gdna_zero_ss_0.99_nrna_high	mrna	mrna	ambig_same_strand	spliced_annot	153369
gdna_zero_ss_0.99_nrna_high	mrna	gdna	ambig_same_strand	unspliced	3019
gdna_zero_ss_0.99_nrna_high	mrna	mrna	ambig_same_strand	spliced_implicit	2404
gdna_zero_ss_0.99_nrna_high	mrna	mrna	unambig	spliced_annot	37519
gdna_zero_ss_0.99_nrna_high	mrna	nrna	ambig_opp_strand	unspliced	9242
gdna_zero_ss_0.99_nrna_high	mrna	mrna	ambig_opp_strand	unspliced	134764
gdna_zero_ss_0.99_nrna_high	mrna	gdna	ambig_opp_strand	unspliced	903
gdna_zero_ss_0.99_nrna_high	nrna	nrna	ambig_opp_strand	unspliced	58102
gdna_zero_ss_0.99_nrna_high	nrna	nrna	ambig_same_strand	unspliced	158573
gdna_zero_ss_0.99_nrna_high	nrna	gdna	ambig_same_strand	unspliced	11079
gdna_zero_ss_0.99_nrna_high	nrna	gdna	ambig_opp_strand	unspliced	3540
gdna_zero_ss_0.99_nrna_high	nrna	mrna	ambig_opp_strand	unspliced	10249
gdna_zero_ss_0.99_nrna_high	nrna	mrna	ambig_same_strand	unspliced	34280
gdna_zero_ss_0.99_nrna_high	nrna	unresolved	.	unspliced	62
gdna_zero_ss_0.99_nrna_high	mrna	mrna	ambig_opp_strand	spliced_implicit	779
gdna_zero_ss_0.99_nrna_high	mrna	gdna	unambig	unspliced	2
gdna_low_ss_0.50_nrna_high	mrna	mrna	ambig_same_strand	unspliced	602904
gdna_low_ss_0.50_nrna_high	mrna	gdna	ambig_same_strand	unspliced	37369
gdna_low_ss_0.50_nrna_high	mrna	mrna	ambig_same_strand	spliced_annot	152499
gdna_low_ss_0.50_nrna_high	mrna	nrna	ambig_same_strand	unspliced	21254
gdna_low_ss_0.50_nrna_high	mrna	mrna	ambig_same_strand	spliced_implicit	2376
gdna_low_ss_0.50_nrna_high	mrna	mrna	unambig	spliced_annot	37772
gdna_low_ss_0.50_nrna_high	mrna	mrna	ambig_opp_strand	unspliced	133224
gdna_low_ss_0.50_nrna_high	mrna	gdna	ambig_opp_strand	unspliced	10139
gdna_low_ss_0.50_nrna_high	nrna	nrna	ambig_opp_strand	unspliced	23379
gdna_low_ss_0.50_nrna_high	nrna	gdna	ambig_same_strand	unspliced	107327
gdna_low_ss_0.50_nrna_high	nrna	gdna	ambig_opp_strand	unspliced	37799
gdna_low_ss_0.50_nrna_high	nrna	mrna	ambig_opp_strand	unspliced	10950
gdna_low_ss_0.50_nrna_high	nrna	nrna	ambig_same_strand	unspliced	61402
gdna_low_ss_0.50_nrna_high	nrna	mrna	ambig_same_strand	unspliced	34976
gdna_low_ss_0.50_nrna_high	nrna	unresolved	.	unspliced	52
gdna_low_ss_0.50_nrna_high	gdna	gdna	.	unknown	219495
gdna_low_ss_0.50_nrna_high	gdna	gdna	ambig_same_strand	unspliced	24642
gdna_low_ss_0.50_nrna_high	gdna	gdna	ambig_opp_strand	unspliced	3362
gdna_low_ss_0.50_nrna_high	gdna	mrna	ambig_opp_strand	unspliced	336
gdna_low_ss_0.50_nrna_high	gdna	mrna	ambig_same_strand	unspliced	1138
gdna_low_ss_0.50_nrna_high	gdna	gdna	unambig	unspliced	56
gdna_low_ss_0.50_nrna_high	gdna	nrna	ambig_same_strand	unspliced	645
gdna_low_ss_0.50_nrna_high	gdna	nrna	ambig_opp_strand	unspliced	305
gdna_low_ss_0.50_nrna_high	gdna	unresolved	.	unspliced	21
gdna_low_ss_0.50_nrna_high	mrna	nrna	ambig_opp_strand	unspliced	1662
gdna_low_ss_0.50_nrna_high	mrna	mrna	ambig_opp_strand	spliced_implicit	801
gdna_low_ss_0.99_nrna_high	mrna	mrna	ambig_same_strand	unspliced	614605
gdna_low_ss_0.99_nrna_high	mrna	nrna	ambig_same_strand	unspliced	42474
gdna_low_ss_0.99_nrna_high	mrna	mrna	ambig_same_strand	spliced_annot	152499
gdna_low_ss_0.99_nrna_high	mrna	gdna	ambig_same_strand	unspliced	4448
gdna_low_ss_0.99_nrna_high	mrna	mrna	ambig_same_strand	spliced_implicit	2376
gdna_low_ss_0.99_nrna_high	mrna	mrna	unambig	spliced_annot	37772
gdna_low_ss_0.99_nrna_high	mrna	mrna	ambig_opp_strand	unspliced	135414
gdna_low_ss_0.99_nrna_high	mrna	nrna	ambig_opp_strand	unspliced	8404
gdna_low_ss_0.99_nrna_high	mrna	gdna	ambig_opp_strand	unspliced	1207
gdna_low_ss_0.99_nrna_high	nrna	nrna	ambig_opp_strand	unspliced	57407
gdna_low_ss_0.99_nrna_high	nrna	nrna	ambig_same_strand	unspliced	151806
gdna_low_ss_0.99_nrna_high	nrna	mrna	ambig_opp_strand	unspliced	10244
gdna_low_ss_0.99_nrna_high	nrna	mrna	ambig_same_strand	unspliced	35538
gdna_low_ss_0.99_nrna_high	nrna	gdna	ambig_opp_strand	unspliced	4477
gdna_low_ss_0.99_nrna_high	nrna	gdna	ambig_same_strand	unspliced	16361
gdna_low_ss_0.99_nrna_high	nrna	unresolved	.	unspliced	52
gdna_low_ss_0.99_nrna_high	gdna	gdna	.	unknown	219495
gdna_low_ss_0.99_nrna_high	gdna	nrna	ambig_same_strand	unspliced	2200
gdna_low_ss_0.99_nrna_high	gdna	gdna	ambig_same_strand	unspliced	23069
gdna_low_ss_0.99_nrna_high	gdna	gdna	ambig_opp_strand	unspliced	2951
gdna_low_ss_0.99_nrna_high	gdna	nrna	ambig_opp_strand	unspliced	740
gdna_low_ss_0.99_nrna_high	gdna	mrna	ambig_same_strand	unspliced	1156
gdna_low_ss_0.99_nrna_high	gdna	gdna	unambig	unspliced	55
gdna_low_ss_0.99_nrna_high	gdna	mrna	ambig_opp_strand	unspliced	312
gdna_low_ss_0.99_nrna_high	gdna	nrna	unambig	unspliced	1
gdna_low_ss_0.99_nrna_high	gdna	unresolved	.	unspliced	21
gdna_low_ss_0.99_nrna_high	mrna	mrna	ambig_opp_strand	spliced_implicit	801
gdna_med_ss_0.50_nrna_high	mrna	mrna	ambig_same_strand	unspliced	603171
gdna_med_ss_0.50_nrna_high	mrna	mrna	ambig_same_strand	spliced_annot	151872
gdna_med_ss_0.50_nrna_high	mrna	nrna	ambig_same_strand	unspliced	25133
gdna_med_ss_0.50_nrna_high	mrna	gdna	ambig_same_strand	unspliced	33994
gdna_med_ss_0.50_nrna_high	mrna	mrna	ambig_same_strand	spliced_implicit	2357
gdna_med_ss_0.50_nrna_high	mrna	mrna	unambig	spliced_annot	37682
gdna_med_ss_0.50_nrna_high	mrna	mrna	ambig_opp_strand	unspliced	132904
gdna_med_ss_0.50_nrna_high	mrna	gdna	ambig_opp_strand	unspliced	8903
gdna_med_ss_0.50_nrna_high	nrna	nrna	ambig_same_strand	unspliced	82695
gdna_med_ss_0.50_nrna_high	nrna	nrna	ambig_opp_strand	unspliced	32472
gdna_med_ss_0.50_nrna_high	nrna	gdna	ambig_opp_strand	unspliced	28989
gdna_med_ss_0.50_nrna_high	nrna	mrna	ambig_opp_strand	unspliced	10746
gdna_med_ss_0.50_nrna_high	nrna	gdna	ambig_same_strand	unspliced	86344
gdna_med_ss_0.50_nrna_high	nrna	mrna	ambig_same_strand	unspliced	34588
gdna_med_ss_0.50_nrna_high	nrna	unresolved	.	unspliced	51
gdna_med_ss_0.50_nrna_high	gdna	gdna	ambig_same_strand	unspliced	96710
gdna_med_ss_0.50_nrna_high	gdna	gdna	.	unknown	879867
gdna_med_ss_0.50_nrna_high	gdna	gdna	ambig_opp_strand	unspliced	12981
gdna_med_ss_0.50_nrna_high	gdna	nrna	ambig_same_strand	unspliced	3263
gdna_med_ss_0.50_nrna_high	gdna	mrna	ambig_same_strand	unspliced	4174
gdna_med_ss_0.50_nrna_high	gdna	nrna	ambig_opp_strand	unspliced	1596
gdna_med_ss_0.50_nrna_high	gdna	mrna	ambig_opp_strand	unspliced	1108
gdna_med_ss_0.50_nrna_high	gdna	gdna	unambig	unspliced	166
gdna_med_ss_0.50_nrna_high	gdna	unresolved	.	unspliced	135
gdna_med_ss_0.50_nrna_high	mrna	nrna	ambig_opp_strand	unspliced	3228
gdna_med_ss_0.50_nrna_high	mrna	mrna	ambig_opp_strand	spliced_implicit	756
gdna_med_ss_0.99_nrna_high	mrna	mrna	ambig_same_strand	unspliced	614776
gdna_med_ss_0.99_nrna_high	mrna	mrna	ambig_same_strand	spliced_annot	151872
gdna_med_ss_0.99_nrna_high	mrna	nrna	ambig_same_strand	unspliced	38719
gdna_med_ss_0.99_nrna_high	mrna	gdna	ambig_same_strand	unspliced	8803
gdna_med_ss_0.99_nrna_high	mrna	mrna	ambig_same_strand	spliced_implicit	2357
gdna_med_ss_0.99_nrna_high	mrna	mrna	unambig	spliced_annot	37682
gdna_med_ss_0.99_nrna_high	mrna	mrna	ambig_opp_strand	unspliced	135967
gdna_med_ss_0.99_nrna_high	mrna	gdna	ambig_opp_strand	unspliced	2326
gdna_med_ss_0.99_nrna_high	mrna	nrna	ambig_opp_strand	unspliced	6742
gdna_med_ss_0.99_nrna_high	nrna	nrna	ambig_same_strand	unspliced	141634
gdna_med_ss_0.99_nrna_high	nrna	nrna	ambig_opp_strand	unspliced	54031
gdna_med_ss_0.99_nrna_high	nrna	gdna	ambig_opp_strand	unspliced	7926
gdna_med_ss_0.99_nrna_high	nrna	mrna	ambig_opp_strand	unspliced	10250
gdna_med_ss_0.99_nrna_high	nrna	mrna	ambig_same_strand	unspliced	35187
gdna_med_ss_0.99_nrna_high	nrna	gdna	ambig_same_strand	unspliced	26806
gdna_med_ss_0.99_nrna_high	nrna	unresolved	.	unspliced	51
gdna_med_ss_0.99_nrna_high	gdna	gdna	ambig_same_strand	unspliced	94556
gdna_med_ss_0.99_nrna_high	gdna	gdna	.	unknown	879867
gdna_med_ss_0.99_nrna_high	gdna	nrna	ambig_same_strand	unspliced	6001
gdna_med_ss_0.99_nrna_high	gdna	gdna	ambig_opp_strand	unspliced	12628
gdna_med_ss_0.99_nrna_high	gdna	mrna	ambig_same_strand	unspliced	3590
gdna_med_ss_0.99_nrna_high	gdna	nrna	ambig_opp_strand	unspliced	2137
gdna_med_ss_0.99_nrna_high	gdna	mrna	ambig_opp_strand	unspliced	920
gdna_med_ss_0.99_nrna_high	gdna	gdna	unambig	unspliced	166
gdna_med_ss_0.99_nrna_high	gdna	unresolved	.	unspliced	135
gdna_med_ss_0.99_nrna_high	mrna	mrna	ambig_opp_strand	spliced_implicit	756
gdna_high_ss_0.50_nrna_high	mrna	mrna	ambig_same_strand	unspliced	598428
gdna_high_ss_0.50_nrna_high	mrna	nrna	ambig_same_strand	unspliced	24436
gdna_high_ss_0.50_nrna_high	mrna	gdna	ambig_same_strand	unspliced	39904
gdna_high_ss_0.50_nrna_high	mrna	mrna	ambig_same_strand	spliced_annot	151732
gdna_high_ss_0.50_nrna_high	mrna	mrna	ambig_same_strand	spliced_implicit	2364
gdna_high_ss_0.50_nrna_high	mrna	mrna	unambig	spliced_annot	37369
gdna_high_ss_0.50_nrna_high	mrna	mrna	ambig_opp_strand	unspliced	131256
gdna_high_ss_0.50_nrna_high	mrna	gdna	ambig_opp_strand	unspliced	10512
gdna_high_ss_0.50_nrna_high	nrna	gdna	ambig_same_strand	unspliced	90680
gdna_high_ss_0.50_nrna_high	nrna	nrna	ambig_opp_strand	unspliced	30025
gdna_high_ss_0.50_nrna_high	nrna	gdna	ambig_opp_strand	unspliced	31404
gdna_high_ss_0.50_nrna_high	nrna	nrna	ambig_same_strand	unspliced	78644
gdna_high_ss_0.50_nrna_high	nrna	mrna	ambig_same_strand	unspliced	34293
gdna_high_ss_0.50_nrna_high	nrna	mrna	ambig_opp_strand	unspliced	10787
gdna_high_ss_0.50_nrna_high	nrna	unresolved	.	unspliced	52
gdna_high_ss_0.50_nrna_high	gdna	gdna	.	unknown	1759164
gdna_high_ss_0.50_nrna_high	gdna	gdna	ambig_same_strand	unspliced	195203
gdna_high_ss_0.50_nrna_high	gdna	gdna	ambig_opp_strand	unspliced	26413
gdna_high_ss_0.50_nrna_high	gdna	mrna	ambig_same_strand	unspliced	7840
gdna_high_ss_0.50_nrna_high	gdna	nrna	ambig_opp_strand	unspliced	2900
gdna_high_ss_0.50_nrna_high	gdna	nrna	ambig_same_strand	unspliced	5842
gdna_high_ss_0.50_nrna_high	gdna	gdna	unambig	unspliced	373
gdna_high_ss_0.50_nrna_high	gdna	mrna	ambig_opp_strand	unspliced	2042
gdna_high_ss_0.50_nrna_high	gdna	unresolved	.	unspliced	223
gdna_high_ss_0.50_nrna_high	mrna	nrna	ambig_opp_strand	unspliced	3220
gdna_high_ss_0.50_nrna_high	mrna	mrna	ambig_opp_strand	spliced_implicit	778
gdna_high_ss_0.50_nrna_high	mrna	gdna	unambig	unspliced	1
gdna_high_ss_0.99_nrna_high	mrna	mrna	ambig_same_strand	unspliced	610712
gdna_high_ss_0.99_nrna_high	mrna	nrna	ambig_same_strand	unspliced	37558
gdna_high_ss_0.99_nrna_high	mrna	mrna	ambig_same_strand	spliced_annot	151732
gdna_high_ss_0.99_nrna_high	mrna	gdna	ambig_same_strand	unspliced	14498
gdna_high_ss_0.99_nrna_high	mrna	mrna	ambig_same_strand	spliced_implicit	2364
gdna_high_ss_0.99_nrna_high	mrna	mrna	unambig	spliced_annot	37369
gdna_high_ss_0.99_nrna_high	mrna	mrna	ambig_opp_strand	unspliced	132944
gdna_high_ss_0.99_nrna_high	mrna	nrna	ambig_opp_strand	unspliced	7895
gdna_high_ss_0.99_nrna_high	mrna	gdna	ambig_opp_strand	unspliced	4149
gdna_high_ss_0.99_nrna_high	nrna	nrna	ambig_same_strand	unspliced	131249
gdna_high_ss_0.99_nrna_high	nrna	nrna	ambig_opp_strand	unspliced	50308
gdna_high_ss_0.99_nrna_high	nrna	gdna	ambig_same_strand	unspliced	37598
gdna_high_ss_0.99_nrna_high	nrna	mrna	ambig_opp_strand	unspliced	10183
gdna_high_ss_0.99_nrna_high	nrna	mrna	ambig_same_strand	unspliced	34770
gdna_high_ss_0.99_nrna_high	nrna	gdna	ambig_opp_strand	unspliced	11725
gdna_high_ss_0.99_nrna_high	nrna	unresolved	.	unspliced	52
gdna_high_ss_0.99_nrna_high	gdna	gdna	.	unknown	1759164
gdna_high_ss_0.99_nrna_high	gdna	gdna	ambig_same_strand	unspliced	193694
gdna_high_ss_0.99_nrna_high	gdna	gdna	ambig_opp_strand	unspliced	26260
gdna_high_ss_0.99_nrna_high	gdna	nrna	ambig_same_strand	unspliced	9045
gdna_high_ss_0.99_nrna_high	gdna	nrna	ambig_opp_strand	unspliced	3522
gdna_high_ss_0.99_nrna_high	gdna	mrna	ambig_same_strand	unspliced	6146
gdna_high_ss_0.99_nrna_high	gdna	gdna	unambig	unspliced	373
gdna_high_ss_0.99_nrna_high	gdna	mrna	ambig_opp_strand	unspliced	1573
gdna_high_ss_0.99_nrna_high	gdna	unresolved	.	unspliced	223
gdna_high_ss_0.99_nrna_high	mrna	mrna	ambig_opp_strand	spliced_implicit	778
gdna_high_ss_0.99_nrna_high	mrna	gdna	unambig	unspliced	1
